"AnnoRilevamento";"DenominazioneAtl";"Provincia";"Comune";"Cap";"AltitudineComune";"DenominazioneStruttura";"Indirizzo";"NroCivico";"AltitudineStruttura";"Telefono";"Fax";"EMail";"SitoWeb";"Qualifica";"MarchiDiQualitecolabelEuropeo";"AccessoAllaStrutturaubicazionecitt";"AccessoAllaStrutturafuoriCitt";"DistanzetempoAPiediPerRaggiungereIlParcheggio";"DistanzeparcheggioEsternoM";"DistanzeimpRisalitaM";"DistanzestazioneFerroviariaKm";"DistanzecomuneStazioneFerroviaria";"DistanzenomeStazioneFerroviaria";"DistanzecaselloAutostradaKm";"Distanzeautostrada";"Distanzecasello";"DistanzeaereoportoKm";"Distanzeaereoporto";"AccessibilitDiversamenteAbiliidoneitDivAbili";"AccessibilitDiversamenteAbilinrCamereConBagno";"AccessibilitDiversamenteAbilinrPostiAuto";"AccessibilitDiversamenteAbilinrServiziIgenici";"AccessibilitDiversamenteAbilinrDocceCalde";"LingueParlateinglese";"LingueParlatefrancese";"LingueParlatetedesco";"LingueParlatespagnolo";"LingueParlateportoghese";"CapacitRicettivacamereDaLetto";"CapacitRicettivacamerate";"CapacitRicettivabagni";"CapacitRicettivapostiLetto";"CapacitRicettivawc";"CapacitRicettivalavabi";"CapacitRicettivadocce";"AltreCaratteristicheEServiziospitalitaccetGruppi";"AltreCaratteristicheEServizistudenti";"AltreCaratteristicheEServizianimaliDomesticinonAmmessi";"AltreCaratteristicheEServiziammAlGuinzaglio";"AnnoPrezzi";"PrezziGiornalieriPerCamerastagioneUnicasingolaMin";"PrezziGiornalieriPerCamerasingolaMax";"PrezziGiornalieriPerCameradoppiaMin";"PrezziGiornalieriPerCameradoppiaMax";"PrezziGiornalieriPerCameratriplaMin";"PrezziGiornalieriPerCameratriplaMax";"PrezziGiornalieriPerCamera4LettiMin";"PrezziGiornalieriPerCamera4LettiMax";"PrezziGiornalieriPerPersonastagioneUnicacamerateMin";"PrezziGiornalieriPerPersonacamerateMax";"PrezziGiornalieriPerPersonamezzaPensioneMin";"PrezziGiornalieriPerPersonamezzaPensioneMax";"PrezziGiornalieriPerPersonapensioneCompletaMin";"PrezziGiornalieriPerPersonapensioneCompletaMax";"PrimaColazionenonPrevista";"PrimaColazionecompresa";"PrimaColazioneprezziitalianaMin";"PrimaColazioneitalianaMax";"RistorazionesoloOspiti";"RistorazioneancheClientelaEsterna";"RistorazionenumeroCoperti";"RistorazionepiattoUnico";"RistorazionecucinaCeliaca";"RistorazionemenFisso";"RistorazioneconSpecialitPiemontesi";"RistorazionecucinaVegetariana";"ScontiEPromozionigruppiOrganizzati";"ScontiEPromozionibambini";"ScontiEPromozioniguide";"ScontiEPromozionisettimaneBiancheVerdi";"ScontiEPromozionisociAssociazioni";"ModalitDiPagamentoobbligoCaparra";"ModalitDiPagamentobonifico";"ModalitDiPagamentoassegno";"ModalitDiPagamentocontanti";"DotazioniComunitelefonoUsoComune";"DotazioniComuniricetrasmittente";"DotazioniComunibar";"DotazioniComuniareaBarbecue";"DotazioniComuniareaPicNic";"DotazioniComuniradio";"DotazioniComunisalaSoggiornoLettura";"DotazioniComunilocaleAlimentiEBevande";"DotazioniComuniinternetPointgratis";"DotazioniComuniInternetPointPagam";"DotazioniComuniinternetCavoWiFigratis";"DotazioniComuniCavoWiFipagam";"DotazioniComuniterrazzo";"DotazioniComuniparcheggioRiservato";"DotazioniComunicucinaPerGruppiAutogest";"DotazioniComunistufaALegna";"DotazioniComunistufaAKerosene";"DotazioniComunicaminetto";"DotazioniComunifornellinoElettrico";"DotazioniComuniluceElettrica";"DotazioniComuniacquaCalda";"DotazioniComuniacquaAllesterno";"DotazioniComuniserviziIgeniciAllinterno";"DotazioniComuniserviziIgeniciAllesterno";"DotazioniComuniatterraggioElicottero";"DotazioniComunicassettaProntoSoccorso";"DotazioniDeiBivacchiacquaAllinterno";"DotazioniDeiBivacchiacquaAllesterno";"DotazioniDeiBivacchiserviziIgieniciInterni";"DotazioniDeiBivacchiserviziIgieniciEsterni";"DotazioniDeiBivacchiluceElettrica";"DotazioniDeiBivacchifornellinoElettrico";"DotazioniDeiBivacchirfDotazioniBivacchiCuscini";"DotazioniDeiBivacchirfDotazioniBivacchiCoperte";"DotazioniDelleCamereCameratelenzuola";"DotazioniDelleCamereCameratelenzuolaMonouso";"DotazioniDelleCamereCameratecoperte";"DotazioniDelleCamereCameratecuscini";"DotazioniDelleCamereCameratewc";"DotazioniDelleCamereCameratelavabo";"DotazioniDelleCamereCameratedoccia";"DotazioniDelleCamereCamerateteliSpugna";"ImpiantiSportiviESvagoescursioniNaturalistiche";"ImpiantiSportiviESvagoosservBotanicheENaturalist";"ImpiantiSportiviESvagokayak";"ImpiantiSportiviESvagorafting";"ImpiantiSportiviESvagocicloturismo";"ImpiantiSportiviESvagocanyoning";"ImpiantiSportiviESvagosciDaDiscesa";"ImpiantiSportiviESvagosciDiFondo";"ImpiantiSportiviESvagosciAlpinismo";"ImpiantiSportiviESvagofreeClimbing";"ImpiantiSportiviESvagopalestraRoccia";"ImpiantiSportiviESvagoalpinismo";"ImpiantiSportiviESvagoparapendio";"ImpiantiSportiviESvagospeleologia";"ImpiantiSportiviESvagogiochiDiSociet";"AttrezzatureAlpinistiEscursionisticorde";"AttrezzatureAlpinistiEscursionistimoschettoni";"AttrezzatureAlpinistiEscursionistiimbracature";"AttrezzatureAlpinistiEscursionisticaschetti";"AttrezzatureAlpinistiEscursionistibarelle";"AttrezzatureAlpinistiEscursionistislitteBob";"AttrezzatureAlpinistiEscursionistiramponiGhiaccio";"AttrezzatureAlpinistiEscursionistiracchetteDaNeve";"AttrezzatureAlpinistiEscursionistiattrezzatureSci";"AttrezzatureAlpinistiEscursionistisciDiFondo";"AttrezzatureAlpinistiEscursionistisciDaDiscesa";"AttrezzatureAlpinistiEscursionistisnowboard";"AttrezzatureAlpinistiEscursionistibastonciniPerFitwalking";"AttrezzatureAlpinistiEscursionistiattrezzaturaPerArrampicata";"AttrezzatureAlpinistiEscursionistikitViaFerrata";"AttrezzatureAlpinistiEscursionistimountainbike";"ServiziDisponibiliboxCavalli";"ServiziDisponibilielencoGuideAlpine";"ServiziDisponibilidepositoAttrSportive";"ServiziDisponibililocaleRicoveroBici";"ServiziDisponibilinoleggioBici"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"LOCANA";"10080";"613";"PONTESE";"Valle Di Piantonetto - Pian Delle Muande - T";"";"2200";"124800186";"";"info@rifugiopontese.it";"www.rifugiopontese.it";"Rifugio Alpino";"NO";"NO";"SI";"45";"";"";"";"";"";"40 Km";"A5";"Ivrea";"70 Km";"Caselle";"NO";"";"";"";"";"SI";"SI";"SI";"SI";"NO";"11";"3";"1";"96";"3";"5";"2";"SI";"SI";"SI";"NO";"2016";"";"";"16";"16";"";"";"";"";"16";"16";"40";"43";"";"";"SI";"NO";"6";"6";"NO";"SI";"60";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"SAMPEYRE";"12020";"976";"MEIRA GARNERI";"Calchesio";"9";"1850";"+39 3898319723,0175977181";"+39 0175 977104";"meiragarneri@torinetto.com";"www.rifugiomeiragarneri.com";"Rifugio Alpino";"NO";"NO";"SI";"5";"50 m";"100 m";"45,0 km";"SALUZZO";"SALUZZO";"62,0 km";"A6 TORINO SAVONA";"FOSSANO";"50,0 km";"LEVALDIGI cn";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"7";"";"7";"23";"7";"7";"7";"SI";"SI";"SI";"NO";"2016";"30";"60";"40";"90";"60";"100";"80";"130";"";"";"45";"70";"50";"80";"SI";"NO";"5";"10";"NO";"SI";"80";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO"
"2016";"ATL di Cuneo";"CUNEO";"VALDIERI";"12010";"774";"REMONDINO FRANCO";"Vallone Di Assedras";"";"2430";"0171/97327";"";"torre.franca@libero.it";"";"Rifugio Alpino";"NO";"NO";"SI";"105";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"SI";"NO";"NO";"NO";"";"1";"1";"46";"2";"2";"1";"SI";"NO";"SI";"NO";"2016";"";"";"";"";"";"";"";"";"10";"20";"38";"48";"48";"58";"SI";"NO";"";"";"NO";"SI";"";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"CERESOLE REALE";"10080";"1620";"GUIDO MUZIO";"Localita' Chiapili Di Sotto";"8";"1620";"124953141";"";"info@rifugiomuzio.com";"www.rifugiomuzio.com";"Rifugio Escursionistico";"NO";"SI";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"SI";"NO";"NO";"NO";"11";"";"2";"22";"2";"4";"2";"SI";"SI";"SI";"NO";"2016";"";"";"12";"24";"";"";"";"";"";"";"35";"45";"";"";"NO";"SI";"";"";"NO";"SI";"60";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"MOMPANTERO";"10059";"838";"SANTA MARIA";"Vetta Del Monte Rocciamelone";"";"3583";"";"";"";"";"Bivacco Fisso";"NO";"NO";"SI";"250";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"1";"";"";"15";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"USSEAUX";"10060";"1416";"IL LAGO DELLE RANE";"LOCALITA' PIAN DELL'ALPE";"SNC";"1416";"3470243213";"";"info@rifugiolagodellerane.it";"www.rifugiolagodellerane.it";"Rifugio Alpino";"NO";"NO";"SI";"5";"100";"";"30";"PINEROLO";"FS";"50";"A55";"PINEROLO";"80";"CASELLE";"SI";"1";"";"1";"";"NO";"NO";"NO";"NO";"NO";"3";"";"3";"8";"";"";"";"SI";"SI";"NO";"SI";"2016";"";"";"100";"100";"";"";"200";"200";"";"";"";"75";"";"90";"SI";"NO";"7";"10";"NO";"NO";"";"NO";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"ENTRACQUE";"12010";"894";"SORIA - ELLENA";"Pian Del Prajet";"";"1880";"+39 0171 978 382";"";"rifugioellenasoria@yahoo.com";"";"Rifugio Alpino";"NO";"NO";"SI";"120";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"SI";"NO";"NO";"NO";"NO";"7";"1";"2";"50";"4";"3";"2";"SI";"NO";"SI";"NO";"2016";"";"";"";"";"";"";"";"";"10";"20";"38";"48";"48";"58";"SI";"NO";"";"";"NO";"SI";"";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Nessuno";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"OSTANA";"12030";"1250";"LA GALABERNA";"Localita' Capoluogo Villa";"18/A";"1280";"+39 0175 940 310";"";"info@rifugiogalaberna.com";"www.rifugiogalaberna.com";"Rifugio Escursionistico";"NO";"SI";"SI";"1";"20 m";"1500 m";"45,0 km";"SAVIGLIANO";"SAVIGLIANO";"42,0 km";"A55";"PINEROLO";"100,0 km";"TORINO CASELLE";"SI";"2";"2";"1";"2";"SI";"SI";"NO";"SI";"NO";"7";"";"7";"25";"9";"9";"7";"SI";"SI";"NO";"SI";"2016";"35";"50";"50";"75";"70";"100";"80";"125";"";"";"40";"65";"60";"85";"NO";"SI";"";"";"NO";"SI";"60";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"CESANA TORINESE";"10054";"1354";"BAITA GIMONT";"Localita' Gimont";"";"2050";"3355217485-0122878033";"";"pelloni.a@libero.it";"";"Rifugio Alpino";"NO";"NO";"SI";"50";"30";"300";"15";"OULX";"FS";"15";"A32";"OULX";"95";"TORINO-CASELLE";"NO";"";"";"1";"";"SI";"SI";"NO";"SI";"NO";"7";"";"2";"23";"2";"4";"2";"SI";"SI";"SI";"NO";"2016";"35";"45";"70";"90";"80";"110";"120";"150";"40";"50";"65";"65";"80";"80";"NO";"SI";"";"";"NO";"SI";"50";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"BALME";"10070";"1432";"GASTALDI";"Crot Del Ciausinet";"";"2659";"3487119154";"119414401";"info@rifugiogastaldi.com";"www.rifugiogastaldi.com";"Rifugio Alpino";"NO";"NO";"SI";"150";"";"";"";"";"";"50 Km";"Tangenziale";"Venaria";"50 Km";"Caselle";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"3";"3";"8";"53";"4";"6";"1";"SI";"SI";"SI";"NO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Tutti";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Tutti";"Nessuno";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"BOBBIO PELLICE";"10060";"732";"WILLY JERVIS";"Conca Del Pra'";"";"1732";"121932755";"121902432";"info@jervis.it";"www.rifugiojervis.it";"Rifugio Alpino";"NO";"NO";"SI";"2";"500";"";"30";"TORRE PELLICE";"FS";"50";"A55";"PINEROLO";"80";"CASELLE";"NO";"";"";"";"";"SI";"SI";"SI";"NO";"NO";"";"16";"6";"95";"9";"9";"4";"SI";"SI";"NO";"SI";"2016";"12";"24";"";"";"";"";"";"";"10";"20";"40";"50";"50";"60";"SI";"NO";"";"8";"NO";"SI";"85";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"VIU'";"10070";"774";"COLLE DEL LYS";"Localita' Colle Del Lys";"53";"1300";"123738110";"";"rifugio@turismocolledellys.it";"www.turismocolledellys.it";"Rifugio Escursionistico";"NO";"NO";"SI";"";"30 mt";"";"26 Km";"Germagnano";"Germagnano";"14 Km";"To-Bardonecchia";"Avigliana Ovest";"51 Km";"Caselle";"SI";"2";"2";"3";"1";"SI";"SI";"NO";"NO";"NO";"6";"";"5";"16";"5";"5";"5";"SI";"SI";"NO";"SI";"2016";"";"";"40";"60";"70";"90";"80";"120";"";"";"30";"50";"40";"60";"SI";"NO";"3";"5";"NO";"SI";"100";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"SI"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"CESANA TORINESE";"10054";"1354";"CAPANNA MAUTINO";"Localita' Lagonero";"";"2110";"3473654510";"";"info@capannamautino.it";"www.capannamautino.it";"Rifugio Alpino";"NO";"NO";"SI";"5";"5";"4500";"20";"OULX";"FS";"30";"A32";"OULX";"120";"CASELLE";"NO";"";"";"";"";"NO";"SI";"NO";"NO";"NO";"6";"";"2";"24";"3";"2";"2";"SI";"NO";"SI";"NO";"2016";"";"";"";"";"";"";"";"";"41.5";"41.5";"41.5";"41.5";"";"";"SI";"NO";"7";"7";"NO";"SI";"30";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"GROSCAVALLO";"10070";"1110";"PAOLO DAVISO";"Vallone Della Gura";"";"2280";"123506749";"";"cai.venaria@gmail.com";"www.caivenaria.it";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"2";"";"4";"24";"";"";"";"SI";"SI";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"11";"22";"35";"46";"46";"57";"NO";"SI";"";"";"SI";"NO";"24";"SI";"NO";"SI";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"PRAGELATO";"10060";"1524";"COL CLAPIS";"COL CLAPIS - VAL TRONCEA";"SNC";"2800";"12278849";"";"parco.valtroncea@ruparpiemonte.it";"";"Rifugio non gestito";"NO";"NO";"SI";"360";"10000";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"1";"";"1";"4";"";"";"";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"10";"10";"";"";"";"";"SI";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
